# x_0,  x_1,  x_2,  x_3,  x_4,  x_5,  x_6,    y
    0,    1,    1,    0,    1,    1,    1,    0
    0,    1,    1,    1,    0,    0,    0,    0
    0,    1,    1,    1,    0,    0,    1,    0
    0,    1,    1,    1,    0,    1,    0,    1
    0,    1,    1,    1,    0,    1,    1,    0
    0,    1,    1,    1,    1,    0,    0,    0
    0,    1,    1,    1,    1,    0,    1,    0
    0,    1,    1,    1,    1,    1,    0,    1
    0,    1,    1,    1,    1,    1,    1,    0
    1,    0,    0,    0,    0,    0,    0,    1
    1,    0,    0,    0,    0,    0,    1,    0
    1,    0,    0,    0,    0,    1,    0,    0
    1,    0,    0,    0,    0,    1,    1,    0
    1,    0,    0,    0,    1,    0,    0,    0
    1,    0,    0,    0,    1,    0,    1,    0
    1,    0,    0,    0,    1,    1,    0,    1
    1,    0,    0,    0,    1,    1,    1,    0
    1,    0,    0,    1,    0,    0,    0,    1
    1,    0,    0,    1,    0,    0,    1,    0
    1,    0,    0,    1,    0,    1,    0,    0
    1,    0,    0,    1,    0,    1,    1,    0
    1,    0,    0,    1,    1,    0,    0,    0
    1,    0,    0,    1,    1,    0,    1,    0
    1,    0,    0,    1,    1,    1,    0,    1
    1,    0,    0,    1,    1,    1,    1,    0
    1,    0,    1,    0,    0,    0,    0,    1
    1,    0,    1,    0,    0,    0,    1,    0
    1,    0,    1,    0,    0,    1,    0,    0
    1,    0,    1,    0,    0,    1,    1,    0
    1,    0,    1,    0,    1,    0,    0,    0
    1,    0,    1,    0,    1,    0,    1,    0
    1,    0,    1,    0,    1,    1,    0,    1
    1,    0,    1,    0,    1,    1,    1,    0
    1,    0,    1,    1,    0,    0,    0,    0
    1,    0,    1,    1,    0,    0,    1,    0
    1,    0,    1,    1,    0,    1,    0,    1
    1,    0,    1,    1,    0,    1,    1,    0
    1,    0,    1,    1,    1,    0,    0,    0
    1,    0,    1,    1,    1,    0,    1,    0
    1,    0,    1,    1,    1,    1,    0,    1
    1,    0,    1,    1,    1,    1,    1,    0
    1,    1,    0,    0,    0,    0,    0,    1
    1,    1,    0,    0,    0,    0,    1,    0
    1,    1,    0,    0,    0,    1,    0,    0
    1,    1,    0,    0,    0,    1,    1,    0
    1,    1,    0,    0,    1,    0,    0,    0
    1,    1,    0,    0,    1,    0,    1,    0
    1,    1,    0,    0,    1,    1,    0,    1
    1,    1,    0,    0,    1,    1,    1,    0
    1,    1,    0,    1,    0,    0,    0,    1
    1,    1,    0,    1,    0,    0,    1,    0
    1,    1,    0,    1,    0,    1,    0,    0
    1,    1,    0,    1,    0,    1,    1,    0
    1,    1,    0,    1,    1,    0,    0,    0
    1,    1,    0,    1,    1,    0,    1,    0
    1,    1,    0,    1,    1,    1,    0,    1
    1,    1,    0,    1,    1,    1,    1,    0
    1,    1,    1,    0,    0,    0,    0,    1
    1,    1,    1,    0,    0,    0,    1,    0
    1,    1,    1,    0,    0,    1,    0,    0
    1,    1,    1,    0,    0,    1,    1,    0
    1,    1,    1,    0,    1,    0,    0,    0
    1,    1,    1,    0,    1,    0,    1,    0
    1,    1,    1,    0,    1,    1,    0,    1
    1,    1,    1,    0,    1,    1,    1,    0
    1,    1,    1,    1,    0,    0,    0,    1
    1,    1,    1,    1,    0,    0,    1,    0
    1,    1,    1,    1,    0,    1,    0,    0
    1,    1,    1,    1,    0,    1,    1,    0
    1,    1,    1,    1,    1,    0,    0,    0
    1,    1,    1,    1,    1,    0,    1,    0
    1,    1,    1,    1,    1,    1,    0,    1
    1,    1,    1,    1,    1,    1,    1,    0
# nor(x_6, xor(x_5, or(x_4, and(x_3, and(x_2, xor(x_0, x_1)))))),-
